No.,Class,SMILES,pIC50,Y-Label,MW,RBN,nCIC,nHDon,nHAcc,ALogP,TPSA,Qm,Energy,Dipole moment,HOMO,LUMO,HOMO-LUMO gap,Article Title,Reference,fp,desc,MW,ExactMolWt,LogP,HBA,HBD,TPSA,AromaticRings,RotatableBonds,HeavyAtoms,QED,FractionCSP3,RingCount,pIC50_pred,IC50_pred_nM
1103,Steroid,C[C@@]12C(CCC2=O)C3C(C=C4CCCC[C@]4(C=O)C3CC1)=O,8.374502344442321,Inactive,300.43,1,4,0,3,2.67,51.21,0.214614891,-964.1408435,2.989,-0.23657,-0.06608,0.17049,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-202,[0 0 0 ... 0 0 0],"[300.398, 300.17254462799997, 3.2664000000000017, 3, 0, 51.21, 0, 1, 22, 0.6983751686488978, 0.7368421052631579, 4]",300.398,300.17254462799997,3.2664000000000017,3,0,51.21,0,1,22,0.6983751686488978,0.7368421052631579,4,8.336942631624826,4.6031737544945175
1104,Steroid,C[C@@]12C(CCC2=O)C3C(C=C4CCCCC4C3CC1)=O,8.341721427399731,Inactive,272.42,0,4,0,2,3.298,34.14,0.209085409,-850.8325227,3.3737,-0.23178,-0.04773,0.18405,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-203,[0 0 0 ... 0 0 0],"[272.388, 272.177630008, 3.697300000000003, 2, 0, 34.14, 0, 0, 20, 0.6735797738387025, 0.7777777777777778, 4]",272.388,272.177630008,3.697300000000003,2,0,34.14,0,0,20,0.6735797738387025,0.7777777777777778,4,8.267159729812835,5.405554746792066
1105,Steroid,C[C@]12C(C3C(C=C4CCCC[C@@]4(C3CC2)C)=O)CC[C@@H]1O,8.358843298230587,Inactive,288.47,0,4,1,2,3.544,37.3,0.209748714,-891.3195851,4.36,-0.22898,-0.04783,0.18115,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-204,[0 0 0 ... 0 0 0],"[288.431, 288.208930136, 3.879200000000003, 2, 1, 37.3, 0, 0, 21, 0.7342296115534325, 0.8421052631578947, 4]",288.431,288.208930136,3.879200000000003,2,1,37.3,0,0,21,0.7342296115534325,0.8421052631578947,4,8.350538948182821,4.461296132116403
1106,Steroid,C[C@@]12C(CCC2=O)C3C(C=C4C=CCC[C@]4(CO)C3CC1)=O,8.374502344442321,Inactive,300.43,1,4,1,3,1.969,54.37,0.209459065,-964.0230314,4.9446,-0.20016,-0.06437,0.13579,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-205,[0 0 0 ... 0 0 0],"[300.3980000000001, 300.17254462799997, 2.8358000000000008, 3, 1, 54.37, 0, 1, 22, 0.8099073792843556, 0.6842105263157895, 4]",300.3980000000001,300.17254462799997,2.8358000000000008,3,1,54.37,0,1,22,0.8099073792843556,0.6842105263157895,4,8.332707055599306,4.648287101359841
1107,Steroid,C[C@@]12C(CCC2=O)C3C(C=C4C=CCC[C@]4(C=O)C3CC1)=O,8.304640923932988,Inactive,298.41,1,4,0,3,2.226,51.21,0.210125955,-962.8152824,3.7699,-0.21678,-0.07877,0.13801,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-206,[0 0 0 ... 0 0 0],"[298.38200000000006, 298.15689456399997, 3.0424000000000015, 3, 0, 51.21, 0, 1, 22, 0.6991428557280496, 0.631578947368421, 4]",298.38200000000006,298.15689456399997,3.0424000000000015,3,0,51.21,0,1,22,0.6991428557280496,0.631578947368421,4,8.311591237960359,4.879875725032697
1108,Steroid,C[C@@]12C(CCC2=O)C3C(C=C4C=CCCC4C3CC1)=O,8.348576599240948,Inactive,270.4,0,4,0,2,2.854,34.14,0.202150786,-849.5132755,3.366,-0.20783,-0.07069,0.13714,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-207,[0 0 0 ... 0 0 0],"[270.37199999999996, 270.161979944, 3.473300000000002, 2, 0, 34.14, 0, 0, 20, 0.6751233897915203, 0.6666666666666666, 4]",270.37199999999996,270.161979944,3.473300000000002,2,0,34.14,0,0,20,0.6751233897915203,0.6666666666666666,4,8.284607661997654,5.192689303090732
1109,Steroid,C[C@@]12C(CCC2=O)C3CC=C4CCCC[C@]4(CO)C3CC1,8.287249311398284,Inactive,288.47,1,4,1,2,3.344,37.3,0.195373,-891.3201749,2.7547,-0.22864,-0.01176,0.21688,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-208,[0 0 0 ... 0 0 0],"[288.43100000000004, 288.208930136, 3.8808000000000034, 2, 1, 37.3, 0, 1, 21, 0.7434541175838038, 0.8421052631578947, 4]",288.43100000000004,288.208930136,3.8808000000000034,2,1,37.3,0,1,21,0.7434541175838038,0.8421052631578947,4,8.274362489800362,5.316643131644459
1110,Steroid,C[C@]12C(C3CC=C4CCCC[C@@]4(C3CC2)CO)CC[C@@H]1O,8.375965553561977,Inactive,290.49,1,4,2,2,3.384,40.46,0.194555784,-892.4986186,2.865,-0.22692,0.01911,0.24603,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-209,[0 0 0 ... 0 0 0],"[290.447, 290.2245802, 3.6726000000000023, 2, 2, 40.46, 0, 1, 21, 0.7233694765673034, 0.8947368421052632, 4]",290.447,290.2245802,3.6726000000000023,2,2,40.46,0,1,21,0.7233694765673034,0.8947368421052632,4,8.346226827006934,4.505813096452711
1111,Steroid,C[C@]12C(C3CC=C4CCCC[C@@]4(C3CC2)C=O)CCC1=O,8.297069967575434,Inactive,286.45,1,4,0,2,3.601,34.14,0.204656213,-890.0197444,3.8941,-0.23073,-0.01846,0.21227,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-210,[0 0 0 ... 0 0 0],"[286.415, 286.193280072, 4.087400000000003, 2, 0, 34.14, 0, 1, 21, 0.5372727077269144, 0.7894736842105263, 4]",286.415,286.193280072,4.087400000000003,2,0,34.14,0,1,21,0.5372727077269144,0.7894736842105263,4,8.26615839383294,5.41803250439254
1112,Steroid,C[C@]12C(C3CC=C4CCCC[C@@]4(C3CC2)C)CCC1=O,8.235114327475388,Inactive,272.47,0,4,0,1,4.435,17.07,0.199388917,-816.0147501,1.9103,-0.226,0.03068,0.25668,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-211,[0 0 0 ... 0 0 0],"[272.43199999999996, 272.214015516, 4.908400000000004, 1, 0, 17.07, 0, 0, 20, 0.5726737469300093, 0.8421052631578947, 4]",272.43199999999996,272.214015516,4.908400000000004,1,0,17.07,0,0,20,0.5726737469300093,0.8421052631578947,4,8.234484085075898,5.827951312048022
1113,Steroid,C[C@]12C(C3CC=C4CCCC[C@@]4(C3CC2)C)C[C@H](C1=O)Br,8.370631181636492,Inactive,351.36,0,4,0,1,5.104,17.07,0.193347083,-3387.197187,3.8472,-0.2313,-0.05211,0.17919,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-212,[0 0 0 ... 0 0 0],"[351.328, 350.124527584, 5.281800000000005, 1, 0, 17.07, 0, 0, 21, 0.4285161032875225, 0.8421052631578947, 4]",351.328,350.124527584,5.281800000000005,1,0,17.07,0,0,21,0.4285161032875225,0.8421052631578947,4,8.254877746883606,5.560607653474146
1114,Steroid,C[C@@]12C(CCC2=O)C3C(C=C4CCCC[C@]4(C)C3CC1)=O,8.24073264613087,Inactive,286.45,0,4,0,2,3.504,34.14,0.210938915,-890.1399533,3.5176,-0.23126,-0.04814,0.18312,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-213,[0 0 0 ... 0 0 0],"[286.415, 286.193280072, 4.087400000000003, 2, 0, 34.14, 0, 0, 21, 0.6719379087230692, 0.7894736842105263, 4]",286.415,286.193280072,4.087400000000003,2,0,34.14,0,0,21,0.6719379087230692,0.7894736842105263,4,8.282523793407496,5.217665177752688
1115,Steroid,C[C@@]12C(CCC2=O)C3C(C=C4C=CCC[C@]4(C)C3CC1)=O,8.24073264613087,Inactive,284.43,0,4,0,2,3.06,34.14,0.210706556,-888.8996197,2.907,-0.23146,-0.06505,0.16641,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-214,[0 0 0 ... 0 0 0],"[284.399, 284.177630008, 3.863400000000003, 2, 0, 34.14, 0, 0, 21, 0.6765587980075699, 0.6842105263157895, 4]",284.399,284.177630008,3.863400000000003,2,0,34.14,0,0,21,0.6765587980075699,0.6842105263157895,4,8.26574845923744,5.4231490499975035
1116,Steroid,C[C@]12C(C3C(C=C4C=CCC[C@@]4(C3CC2)C)=O)CC[C@@H]1O,8.358843298230587,Inactive,286.45,0,4,1,2,3.099,37.3,0.20003517,-890.0141106,4.9585,-0.20159,-0.06375,0.13784,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-215,[0 0 0 ... 0 0 0],"[286.4149999999999, 286.193280072, 3.655200000000003, 2, 1, 37.3, 0, 0, 21, 0.7376993306573582, 0.7368421052631579, 4]",286.4149999999999,286.193280072,3.655200000000003,2,1,37.3,0,0,21,0.7376993306573582,0.7368421052631579,4,8.355689706149185,4.408697427360114
1117,Steroid,C[C@@]12C(CC[C@@H]2O)C3CC=C4CCCC[C@]4(C)C3CC1,8.344583014272276,Inactive,274.49,0,4,1,1,4.475,20.23,0.18734682,-817.2518893,1.2801,-0.21917,0.02551,0.24468,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-216,[0 0 0 ... 0 0 0],"[274.44800000000004, 274.22966558, 4.700200000000005, 1, 1, 20.23, 0, 0, 20, 0.6347734214058449, 0.8947368421052632, 4]",274.44800000000004,274.22966558,4.700200000000005,1,1,20.23,0,0,20,0.6347734214058449,0.8947368421052632,4,8.321805642042591,4.7664424964991605
1118,Steroid,C[C@@]12C(CCC2=O)C3CC=C4C=CCC[C@]4(C)C3CC1,8.257157083272556,Inactive,270.45,0,4,0,1,3.991,17.07,0.190589848,-814.8739299,2.4099,-0.20702,-0.01384,0.19318,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-217,[0 0 0 ... 0 0 0],"[270.41600000000005, 270.198365452, 4.684400000000005, 1, 0, 17.07, 0, 0, 20, 0.624123398652106, 0.7368421052631579, 4]",270.41600000000005,270.198365452,4.684400000000005,1,0,17.07,0,0,20,0.624123398652106,0.7368421052631579,4,8.247939497818102,5.65015682467989
1119,Steroid,C[C@]12C(C3CC=C4C=CCC[C@@]4(C3CC2)C)CC[C@@H]1O,8.323791242133096,Inactive,272.47,0,4,1,1,4.03,20.23,0.183294438,-815.9966508,1.0244,-0.17502,-0.04529,0.12973,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-218,[0 0 0 ... 0 0 0],"[272.4319999999999, 272.214015516, 4.476200000000005, 1, 1, 20.23, 0, 0, 20, 0.6892564605705604, 0.7894736842105263, 4]",272.4319999999999,272.214015516,4.476200000000005,1,1,20.23,0,0,20,0.6892564605705604,0.7894736842105263,4,8.308802663895204,4.9113098711621985
1120,Steroid,C[C@@]12C(CCC2=O)C3CCC4=CC(CCC4C3CC1)=O,8.227619608798658,Inactive,272.42,0,4,0,2,3.088,34.14,0.209324545,-850.825172,3.6052,-0.23218,-0.04586,0.18632,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-219,[0 0 0 ... 0 0 0],"[272.388, 272.177630008, 3.697300000000003, 2, 0, 34.14, 0, 0, 20, 0.6735797738387025, 0.7777777777777778, 4]",272.388,272.177630008,3.697300000000003,2,0,34.14,0,0,20,0.6735797738387025,0.7777777777777778,4,8.239995323291858,5.7544613400610505
1121,Steroid,C[C@@]12C(CCC2=O)C3CCC4=CCCC[C@]4(C)C3CC1,8.297448842950477,Inactive,272.47,0,4,0,1,4.435,17.07,0.1913,-816.1141173,2.7907,-0.22608,-0.01045,0.21563,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-220,[0 0 0 ... 0 0 0],"[272.432, 272.214015516, 4.908400000000005, 1, 0, 17.07, 0, 0, 20, 0.5726737469300093, 0.8421052631578947, 4]",272.432,272.214015516,4.908400000000005,1,0,17.07,0,0,20,0.5726737469300093,0.8421052631578947,4,8.230631835892886,5.879875955574241
1123,Steroid,C[C@@]12C(CCC2=O)C3CCC4=CC(CC[C@]4(CO)C3CC1)=O,8.27344393508696,Inactive,302.45,1,4,1,3,2.203,54.37,0.215325063,-965.3343318,5.1164,-0.22483,-0.03942,0.18541,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-221,[0 0 0 ... 0 0 0],"[302.41400000000004, 302.18819469199997, 3.059800000000002, 3, 1, 54.37, 0, 1, 22, 0.8096758652820699, 0.7894736842105263, 4]",302.41400000000004,302.18819469199997,3.059800000000002,3,1,54.37,0,1,22,0.8096758652820699,0.7894736842105263,4,8.290499139702414,5.122722850280051
1124,Steroid,C[C@@]12C(CCC2=O)C3CC(C4=CC(CC[C@]4(C)C3CC1)=O)=O,8.245559921624436,Inactive,300.43,0,4,0,3,2.152,51.21,0.222720609,-964.1411238,3.4313,-0.23934,-0.08746,0.15188,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-222,[0 0 0 ... 0 0 0],"[300.398, 300.17254462799997, 3.2664000000000017, 3, 0, 51.21, 0, 0, 22, 0.6896763188469792, 0.7368421052631579, 4]",300.398,300.17254462799997,3.2664000000000017,3,0,51.21,0,0,22,0.6896763188469792,0.7368421052631579,4,8.249974108561842,5.623748514271963
1125,Steroid,C[C@@]12C(CCC2=O)C3[C@H]4[C@H](C(F)4F)C5=CC(CC[C@]5(C)C3CC1)=O,8.226264737519069,Inactive,334.44,0,5,0,4,2.611,34.14,0.229369563,-1126.658418,2.218,-0.23727,-0.05753,0.17974,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-223,[0 0 0 ... 0 0 0],"[334.4060000000001, 334.174436448, 4.188500000000004, 2, 0, 34.14, 0, 0, 24, 0.6655786521653276, 0.8, 5]",334.4060000000001,334.174436448,4.188500000000004,2,0,34.14,0,0,24,0.6655786521653276,0.8,5,8.2288994386105,5.903377577377774
1126,Steroid,C[C@@]12C(CCC2=O)C3[C@H]4[C@H](C4)C5=CCCC[C@]5(C)C3CC1,8.285997341877867,Inactive,284.48,0,5,0,1,4.111,17.07,0.191611857,-854.1748297,2.6916,-0.21554,-0.0124,0.20314,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-224,[0 0 0 ... 0 0 0],"[284.44300000000004, 284.214015516, 4.764300000000005, 1, 0, 17.07, 0, 0, 21, 0.5858725268385402, 0.85, 5]",284.44300000000004,284.214015516,4.764300000000005,1,0,17.07,0,0,21,0.5858725268385402,0.85,5,8.233156629642046,5.845792158275653
1127,Steroid,C[C@@]12C(CC[C@]2(C)O)C3[C@H]4[C@H](C4)C5=CCCC[C@]5(C)C3CC1,8.254253976944467,Inactive,300.53,0,5,1,1,4.356,20.23,0.194184833,-894.6781071,1.5124,-0.21291,0.02959,0.2425,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-225,[0 0 0 ... 0 0 0],"[300.48600000000005, 300.245315644, 4.9462000000000055, 1, 1, 20.23, 0, 0, 22, 0.6278038316434098, 0.9047619047619048, 5]",300.48600000000005,300.245315644,4.9462000000000055,1,1,20.23,0,0,22,0.6278038316434098,0.9047619047619048,5,8.24332777391232,5.7104748884945815
1128,Steroid,C[C@@]12C(CC[C@]2(C)O)C3CCC4=CCCC[C@]4(C)C3CC1,8.28931579774639,Inactive,288.52,0,4,1,1,4.68,20.23,0.197379792,-856.6208632,1.3875,-0.22419,0.03144,0.25563,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-226,[0 0 0 ... 0 0 0],"[288.475, 288.245315644, 5.090300000000005, 1, 1, 20.23, 0, 0, 21, 0.615505184239922, 0.9, 4]",288.475,288.245315644,5.090300000000005,1,1,20.23,0,0,21,0.615505184239922,0.9,4,8.25659649286388,5.538644709803953
1129,Steroid,C[C@@]12C(CC[C@]2(C)O)C3CCC4=CCCC[C@]4(CO)C3CC1,8.248851820114231,Inactive,304.52,1,4,2,2,3.589,40.46,0.201272963,-931.821645,1.9131,-0.21882,0.03706,0.25588,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-227,[0 0 0 ... 0 0 0],"[304.474, 304.240230264, 4.062700000000003, 2, 2, 40.46, 0, 1, 22, 0.7171471979361801, 0.9, 4]",304.474,304.240230264,4.062700000000003,2,2,40.46,0,1,22,0.7171471979361801,0.9,4,8.27740683618015,5.27950449310222
1130,Steroid,C[C@@]12C(CCC2=O)C3CCC4=CCCC[C@]4(CC(OC)=O)C3CC1,8.267775165324235,Inactive,330.51,3,4,0,3,3.839,43.37,0.210283389,-1043.982452,3.5416,-0.22877,-0.01284,0.21593,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-228,[0 0 0 ... 0 0 0],"[330.4680000000001, 330.21949481999997, 4.451600000000004, 3, 0, 43.370000000000005, 0, 2, 24, 0.5547237312995008, 0.8095238095238095, 4]",330.4680000000001,330.21949481999997,4.451600000000004,3,0,43.370000000000005,0,2,24,0.5547237312995008,0.8095238095238095,4,8.24637174211678,5.670590133244231
1132,Steroid,C[C@@]12C(C[C@@](Br)([H])C2=O)C3CCC4=CCCC[C@]4(C)C3CC1,8.281573052751924,Inactive,351.36,0,4,0,1,5.104,17.07,0.190411146,-3387.217126,3.8221,-0.2301,-0.05218,0.17792,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-229,[0 0 0 ... 0 0 0],"[351.32800000000015, 350.124527584, 5.281800000000005, 1, 0, 17.07, 0, 0, 21, 0.4285161032875224, 0.8421052631578947, 4]",351.32800000000015,350.124527584,5.281800000000005,1,0,17.07,0,0,21,0.4285161032875224,0.8421052631578947,4,8.235011654627987,5.820875967908513
1133,Steroid,C[C@@]12C(CCC2=O)C3CCC4=CCCC[C@]4(C(F)(F)F)C3CC1,8.227619608798658,Inactive,326.44,0,4,0,4,4.891,17.07,0.212632417,-1113.838682,2.9116,-0.23014,-0.01228,0.21786,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-230,[0 0 0 ... 0 0 0],"[326.40200000000004, 326.18575008000005, 5.4508000000000045, 1, 0, 17.07, 0, 0, 23, 0.5409206856692456, 0.8421052631578947, 4]",326.40200000000004,326.18575008000005,5.4508000000000045,1,0,17.07,0,0,23,0.5409206856692456,0.8421052631578947,4,8.229832198780697,5.890712147158969
1134,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H](C)C4=CC(CC[C@]4(C)C3CC1)=O,8.232302531647651,Inactive,300.48,0,4,0,2,3.546,34.14,0.20939158,-929.4419205,3.5102,-0.2318,-0.04788,0.18392,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-231,[0 0 0 ... 0 0 0],"[300.44200000000006, 300.208930136, 4.333400000000004, 2, 0, 34.14, 0, 0, 22, 0.666890035800204, 0.8, 4]",300.44200000000006,300.208930136,4.333400000000004,2,0,34.14,0,0,22,0.666890035800204,0.8,4,8.2288994386105,5.903377577377774
1135,Steroid,C[C@@]12C(CCC2=O)C3C[C@H](C)C4=CC(CC[C@]4(C)C3CC1)=O,8.256168944872346,Inactive,300.48,0,4,0,2,3.546,34.14,0.20939158,-929.4419205,3.5102,-0.2318,-0.04788,0.18392,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-232,[0 0 0 ... 0 0 0],"[300.44200000000006, 300.208930136, 4.333400000000004, 2, 0, 34.14, 0, 0, 22, 0.666890035800204, 0.8, 4]",300.44200000000006,300.208930136,4.333400000000004,2,0,34.14,0,0,22,0.666890035800204,0.8,4,8.2288994386105,5.903377577377774
1136,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H](CC)C4=CC(CC[C@]4(C)C3CC1)=O,8.28852177875019,Inactive,314.51,1,4,0,2,4.002,34.14,0.207613717,-968.7543641,3.6305,-0.23128,-0.04732,0.18396,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-233,[0 0 0 ... 0 0 0],"[314.46900000000005, 314.2245802, 4.723500000000005, 2, 0, 34.14, 0, 1, 23, 0.7013194281770768, 0.8095238095238095, 4]",314.46900000000005,314.2245802,4.723500000000005,2,0,34.14,0,1,23,0.7013194281770768,0.8095238095238095,4,8.237425670630651,5.788610517656393
1137,Steroid,C[C@@]12C(CCC2=O)C3C[C@H](CC)C4=CC(CC[C@]4(C)C3CC1)=O,8.266401539038661,Inactive,314.51,1,4,0,2,4.002,34.14,0.207613717,-968.7543641,3.6305,-0.23128,-0.04732,0.18396,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-234,[0 0 0 ... 0 0 0],"[314.46900000000005, 314.2245802, 4.723500000000005, 2, 0, 34.14, 0, 1, 23, 0.7013194281770768, 0.8095238095238095, 4]",314.46900000000005,314.2245802,4.723500000000005,2,0,34.14,0,1,23,0.7013194281770768,0.8095238095238095,4,8.237425670630651,5.788610517656393
1138,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H](CCC)C4=CC(CC[C@]4(C)C3CC1)=O,8.269201579857413,Inactive,328.54,2,4,0,2,4.458,34.14,0.205638929,-1008.067979,3.6885,-0.231,-0.04692,0.18408,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-235,[0 0 0 ... 0 0 0],"[328.4960000000001, 328.240230264, 5.113600000000005, 2, 0, 34.14, 0, 2, 24, 0.7053206907275269, 0.8181818181818182, 4]",328.4960000000001,328.240230264,5.113600000000005,2,0,34.14,0,2,24,0.7053206907275269,0.8181818181818182,4,8.234321081983476,5.830139118765405
1139,Steroid,C[C@@]12C(CCC2=O)C3C[C@H](CCC)C4=CC(CC[C@]4(C)C3CC1)=O,8.252502740068316,Inactive,328.54,2,4,0,2,4.458,34.14,0.205638929,-1008.067979,3.6885,-0.231,-0.04692,0.18408,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-236,[0 0 0 ... 0 0 0],"[328.4960000000001, 328.240230264, 5.113600000000005, 2, 0, 34.14, 0, 2, 24, 0.7053206907275269, 0.8181818181818182, 4]",328.4960000000001,328.240230264,5.113600000000005,2,0,34.14,0,2,24,0.7053206907275269,0.8181818181818182,4,8.234321081983476,5.830139118765405
1141,Steroid,C[C@@]12C(CCC2=O)C3C[C@H](CCCC)C4=CC(CC[C@]4(C)C3CC1)=O,8.22932468646102,Inactive,342.57,3,4,0,2,4.914,34.14,0.203800983,-1047.381708,3.73,-0.23089,-0.0468,0.18409,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-237,[0 0 0 ... 0 0 0],"[342.52300000000014, 342.255880328, 5.503700000000006, 2, 0, 34.14, 0, 3, 25, 0.6780525315473497, 0.8260869565217391, 4]",342.52300000000014,342.255880328,5.503700000000006,2,0,34.14,0,3,25,0.6780525315473497,0.8260869565217391,4,8.23985797142081,5.756281558975912
1142,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H](C(C)C)C4=CC(CC[C@]4(C)C3CC1)=O,8.22485576772565,Inactive,328.54,1,4,0,2,4.254,34.14,0.206262482,-1008.065391,3.642,-0.23168,-0.04775,0.18393,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-238,[0 1 0 ... 0 0 0],"[328.49600000000015, 328.240230264, 4.969500000000005, 2, 0, 34.14, 0, 1, 24, 0.6808260974452236, 0.8181818181818182, 4]",328.49600000000015,328.240230264,4.969500000000005,2,0,34.14,0,1,24,0.6808260974452236,0.8181818181818182,4,8.231021611149082,5.874601189000123
